price,brand,model,year,title_status,mileage,color,vin,lot,state,full_model
13270,ford,door,2016,clean vehicle,84035,white,  1ft7w2btxgeb64448,167656756,texas,ford door
12800,ford,door,2012,clean vehicle,131101,gray,  1ftfw1et3cfb01665,167758730,arizona,ford door
33000,chevrolet,1500,2018,clean vehicle,52521,white,  3gcukreh0jg303596,167766786,ontario,chevrolet 1500
9280,ford,door,2016,clean vehicle,101380,white,  1ftfw1ef9gkf57726,167656757,texas,ford door
900,ford,van,2003,clean vehicle,142027,white,  1ftne24293hb19928,167758752,florida,ford van
7560,ford,door,2016,clean vehicle,111476,gray,  1ftfx1ef7gkd59790,167656758,texas,ford door
19500,ford,drw,2011,clean vehicle,76897,white,  1fd8w3gt0beb32874,167759102,pennsylvania,ford drw
17100,chevrolet,malibu,2019,clean vehicle,15780,white,  1g1zd5st5kf112138,167767034,washington,chevrolet malibu
8020,ford,door,2016,clean vehicle,31944,white,  1ftew1cp2gke43168,167656759,texas,ford door
10300,ford,fiesta,2019,clean vehicle,18937,black,  3fadp4bjxkm123238,167759377,missouri,ford fiesta
22600,chevrolet,van,2019,clean vehicle,9706,white,  1gcwgafgxk1243764,167767036,washington,chevrolet van
10480,ford,doors,2016,clean vehicle,57289,gray,  wf0dp3th0g4113219,167656760,texas,ford doors
10300,ford,fiesta,2019,clean vehicle,19956,silver,  3fadp4bj4km123235,167759380,missouri,ford fiesta
22700,chevrolet,van,2019,clean vehicle,6075,white,  1gcwgafg4k1252945,167767041,washington,chevrolet van
7410,ford,door,2016,clean vehicle,21034,gray,  1ftex1ep1gfd60365,167656761,texas,ford door
10300,ford,fiesta,2019,clean vehicle,22881,gray,  3fadp4bj7km123231,167759385,missouri,ford fiesta
10300,chevrolet,door,2013,clean vehicle,167600,gray,  1gc4k0cgxdf194396,167767134,washington,chevrolet door
7570,ford,door,2016,clean vehicle,37252,white,  1ftfx1ef0gkf25969,167656762,texas,ford door
67000,dodge,challenger,2019,clean vehicle,10944,blue,  2c3cdzl97kh518237,167759490,ohio,dodge challenger
18900,chevrolet,impala,2019,clean vehicle,27601,white,  1g11z5s37ku129047,167767312,texas,chevrolet impala
12560,ford,doors,2019,clean vehicle,15958,white,  1fd8w3ht1kee23298,167656776,florida,ford doors
33000,dodge,durango,2019,clean vehicle,32251,white,  1c4sdjct6kc717612,167759493,ohio,dodge durango
18300,chevrolet,impala,2019,clean vehicle,25809,black,  2g11z5s33k9132248,167767315,texas,chevrolet impala
11760,ford,cab,2017,clean vehicle,30553,white,  1fd8w3ht4hed36245,167656779,texas,ford cab
31700,dodge,durango,2019,clean vehicle,26549,red,  1c4sdjct5kc744865,167759499,ohio,dodge durango
25,dodge,door,2007,salvage insurance,160528,dark blue,  2b3ka43g87h836300,167416803,minnesota,dodge door
0,ford,door,2000,salvage insurance,124969,black,  1fafp34p7yw270338,167251902,oklahoma,ford door
7340,ford,doors,2019,clean vehicle,15854,gray,  1fatp8uh7k5172626,167693585,florida,ford doors
8200,hyundai,door,2017,clean vehicle,56690,white,  5npd84lf6hh128808,167117726,connecticut,hyundai door
3000,kia,door,2013,clean vehicle,97142,silver,  knagm4a75d5378293,167552545,missouri,kia door
6530,jeep,mpv,2019,clean vehicle,10185,black,  3c4njdcb3kt659526,167680488,georgia,jeep mpv
0,mazda,door,2009,salvage insurance,117541,gray,  jm3er293590215768,167543177,indiana,mazda door
12700,kia,soul,2019,clean vehicle,23514,silver,  kndjp3a55k7006351,167679072,california,kia soul
13800,kia,sorento,2017,clean vehicle,86959,gray,  5xyphda50hg232046,167803771,north carolina,kia sorento
0,chevrolet,pickup,1998,salvage insurance,258631,gray,  1gccs1445wk226994,167417659,texas,chevrolet pickup
725,ford,door,2017,salvage insurance,67279,gray,  3fa6p0h75hr150081,167255037,virginia,ford door
7400,ford,doors,2019,clean vehicle,16482,gray,  1fatp8uh2k5188622,167693593,florida,ford doors
9800,hyundai,elantra,2017,clean vehicle,35687,red,  kmhd84lf5hu191402,167117732,connecticut,hyundai elantra
0,honda,door,2003,salvage insurance,152608,white,  1hgcm56363a030975,167552893,arkansas,honda door
4400,jeep,mpv,2019,clean vehicle,17911,green,  3c4njcbbxkt664931,167680540,georgia,jeep mpv
10330,infiniti,mpv,2019,clean vehicle,21278,blue,  5n1dl0mm9kc550722,167698666,florida,infiniti mpv
1800,chevrolet,door,2011,salvage insurance,47269,black,  2g1fb3ddxb9212618,167418537,arkansas,chevrolet door
50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241,167650632,texas,chevrolet door
720,ford,wagon,2006,clean vehicle,26914,no_color,  1fafp36n06w137851,167660576,florida,ford wagon
22800,ford,door,2017,clean vehicle,67217,red,  1ftew1ep3hfb25518,167765330,michigan,ford door
2500,ford,door,2017,salvage insurance,78698,black,  1fmcu9gd2huc27625,167359161,california,ford door
0,ford,door,2003,salvage insurance,246065,gold,  1fafp55u03a242094,167610324,kansas,ford door
9190,gmc,mpv,2017,clean vehicle,41961,black,  1gkknxls3hz174527,167703306,virginia,gmc mpv
10900,jeep,mpv,2019,clean vehicle,13273,red,  1c4hjxeg1kw609998,167264249,michigan,jeep mpv
10400,infiniti,mpv,2019,clean vehicle,31713,black,  5n1dl0mm1kc552741,167698670,florida,infiniti mpv
0,chevrolet,door,2004,salvage insurance,0,maroon,  3gnek12t74g240524,167418651,wyoming,chevrolet door
0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445,167650636,texas,chevrolet door
7320,chevrolet,pickup,2008,clean vehicle,325611,silver,  1gchk23648f125262,167660581,florida,chevrolet pickup
22809,ford,f-150,2017,clean vehicle,50732,black,  1ftfx1ef5hke41700,167765332,michigan,ford f-150
0,ford,van,1998,salvage insurance,186855,blue,  2fmda5143wba16791,167359170,california,ford van
0,ford,door,2013,salvage insurance,94004,black,  3fa6p0h74dr270819,167610728,minnesota,ford door
5520,gmc,mpv,2017,clean vehicle,52904,silver,  2gkfltek8h6226257,167703312,virginia,gmc mpv
10900,jeep,mpv,2019,clean vehicle,14195,orange,  1c4hjxeg1kw608401,167264250,michigan,jeep mpv
6330,jeep,mpv,2019,clean vehicle,43965,red,  1c4pjldbxkd300679,167698671,florida,jeep mpv
0,chevrolet,door,2009,salvage insurance,117059,black,  kl1td66e39b645208,167418694,colorado,chevrolet door
25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620,167650663,colorado,chevrolet pickup
2320,dodge,door,2007,clean vehicle,112182,red,  2b3ka43g67h630568,167660582,florida,dodge door
23702,ford,door,2017,clean vehicle,49024,black,  1ftew1ep4hkc08477,167765335,michigan,ford door
0,ford,chassis,1994,salvage insurance,0,green,  1fdee14n7rha47894,167359174,california,ford chassis
0,ford,door,1997,salvage insurance,203297,green,  1fmdu35p7vub38059,167610731,minnesota,ford door
5520,gmc,mpv,2017,clean vehicle,35821,silver,  2gkfltek8h6338184,167703317,virginia,gmc mpv
4050,heartland,pioneer,2018,clean vehicle,1,gray,  5sfpb3326je365727,167265963,pennsylvania,heartland pioneer
14810,infiniti,mpv,2019,clean vehicle,32611,brown,  jn8az2ne0k9233910,167698673,florida,infiniti mpv
25,chevrolet,door,2011,salvage insurance,105244,white,  1gccsbf97b8118236,167650664,colorado,chevrolet door
2960,chrysler,van,2008,clean vehicle,164048,red,  2a8hr54px8r787529,167660587,florida,chrysler van
24800,ford,door,2017,clean vehicle,46955,gray,  1ftew1ef3hfc22483,167765337,michigan,ford door
0,ford,door,1996,salvage insurance,296860,green,  1falp62w5th144314,167359712,california,ford door
0,ford,door,2006,salvage insurance,203158,red,  1fmzk04136ga07119,167610991,illinois,ford door
6270,gmc,mpv,2017,clean vehicle,70443,black,  2gkfluek3h6232330,167703322,virginia,gmc mpv
1880,heartland,trail,2012,clean vehicle,1,white,  5sfnb2425ce237109,167266201,pennsylvania,heartland trail
10050,infiniti,mpv,2019,clean vehicle,18229,gray,  5n1dl0mm3kc557634,167698674,florida,infiniti mpv
225,chevrolet,door,2014,salvage insurance,87673,red,  3gcukrec2eg226031,167650668,colorado,chevrolet door
26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388,167781794,missouri,chevrolet traverse
1420,chrysler,door,2007,clean vehicle,104405,gold,  1c3lc66m77n591138,167660594,florida,chrysler door
27003,ford,door,2017,clean vehicle,57186,black,  1ftew1ef4hfa16802,167765338,michigan,ford door
0,ford,door,2002,salvage insurance,214800,black,  3fafp37372r151014,167360232,south carolina,ford door
350,ford,door,2004,salvage insurance,236980,gray,  1fmfu16lx4la45470,167611031,illinois,ford door
5600,gmc,mpv,2017,clean vehicle,59808,black,  2gkfltek3h6256220,167703323,virginia,gmc mpv
6680,heartland,country,2011,clean vehicle,1,gray,  5sfbg3524be216811,167266214,pennsylvania,heartland country
10120,infiniti,mpv,2019,clean vehicle,20681,white,  5n1dl0mm2kc556913,167698675,florida,infiniti mpv
0,chevrolet,door,2010,salvage insurance,137422,red,  2cnflnew5a6355858,167650683,colorado,chevrolet door
3920,ford,door,2015,clean vehicle,102700,white,  1ftmf1c85fkd31564,167660596,georgia,ford door
23100,ford,door,2017,clean vehicle,53270,black,  1ftew1epxhfb71427,167765343,michigan,ford door
0,gmc,door,2004,salvage insurance,235348,gold,  1gket16s646227597,167360322,south carolina,gmc door
5630,gmc,mpv,2017,clean vehicle,27195,black,  2gkfltek2h6218025,167703325,virginia,gmc mpv
0,heartland,sundance,2009,clean vehicle,1,white,  5sfgf29269e031344,167266321,pennsylvania,heartland sundance
2800,jaguar,doors,2019,clean vehicle,20849,black,  sajbd4fx6kcy78964,167698678,florida,jaguar doors
0,chevrolet,door,2008,salvage insurance,159266,gray,  2g1wb58kx81220813,167650796,california,chevrolet door
8850,ford,door,2015,clean vehicle,143818,black,  1ftew1cf6ffc68843,167660597,georgia,ford door
18712,ford,f-150,2017,clean vehicle,67347,black,  1ftex1e83hfb13813,167765400,michigan,ford f-150
0,ford,pickup,2009,salvage insurance,180364,blue,  1ftyr10d19pa60391,167360535,tennessee,ford pickup
0,ford,door,2009,salvage insurance,184889,black,  1fahp35n09w109143,167611047,illinois,ford door
6300,gmc,mpv,2017,clean vehicle,117400,blue,  2gkfluek6h6317310,167703326,virginia,gmc mpv
2220,heartland,country,2010,clean vehicle,1,white,  5sfbg3823ae204868,167266337,pennsylvania,heartland country
6930,jeep,mpv,2019,clean vehicle,47798,red,  1c4pjmdx4kd197521,167698679,florida,jeep mpv
25,chevrolet,door,2008,salvage insurance,130623,white,  1gnfc13j88r167278,167650817,california,chevrolet door
3440,ford,door,2015,clean vehicle,124542,white,  1fadp5au3fl108248,167660600,georgia,ford door
50412,ford,door,2017,clean vehicle,47129,black,  1ft7w2bt3hef41039,167765418,michigan,ford door
25,ford,pickup,1994,salvage insurance,206162,white,  1ftdf15y2rnb12612,167361489,georgia,ford pickup
950,ford,pk,2001,salvage insurance,229886,red,  1ftrx17w41nb80705,167611176,illinois,ford pk
9270,gmc,mpv,2017,clean vehicle,19490,gray,  1gkknxls2hz262405,167703329,virginia,gmc mpv
11380,jeep,mpv,2019,clean vehicle,12038,black,  1c4hjxeg2kw600727,167271446,michigan,jeep mpv
5350,hyundai,mpv,2019,clean vehicle,43536,blue,  km8j33a49ku860727,167698680,florida,hyundai mpv
2725,chevrolet,door,2004,salvage insurance,308451,black,  1gcjc33204f177273,167650940,south carolina,chevrolet door
3790,ford,door,2015,clean vehicle,100893,gray,  3fa6p0h71fr180238,167660602,georgia,ford door
40514,ford,door,2017,clean vehicle,90304,white,  1ft7w2bt6heb60592,167765419,michigan,ford door
0,ford,door,1997,salvage insurance,146912,green,  1ftdf18w8vna61251,167362449,wisconsin,ford door
0,ford,door,1998,salvage insurance,131367,white,  1ftrf18l7wka62471,167611301,illinois,ford door
9190,gmc,mpv,2017,clean vehicle,31394,gray,  1gkknxls7hz295013,167703330,virginia,gmc mpv
10330,infiniti,mpv,2019,clean vehicle,25933,gray,  5n1dl0mm9kc556522,167698681,florida,infiniti mpv
1000,acura,door,2008,salvage insurance,118250,gray,  5j8tb18578a010979,167362709,michigan,acura door
2925,bmw,door,2013,salvage insurance,46060,white,  5uxwx9c57d0a24286,167651122,florida,bmw door
3830,ford,door,2015,clean vehicle,50593,gold,  3fa6p0hdxfr241138,167660603,georgia,ford door
43402,ford,door,2017,clean vehicle,62387,blue,  1ft7w2bt3hed62547,167765425,michigan,ford door
1025,gmc,door,2009,salvage insurance,169634,black,  1gkfk03219r252659,167362649,michigan,gmc door
17200,honda,van,2016,clean vehicle,72527,gray,  5fnrl5h65gb151898,167611321,new jersey,honda van
54680,harley-davidson,road/street,2016,clean vehicle,9502,black,  1hd1krm1xgb609213,167703374,virginia,harley-davidson road/street
6940,honda,door,2010,clean vehicle,217290,no_color,  5fnyf4h99ab034386,167275444,pennsylvania,honda door
13080,infiniti,mpv,2019,clean vehicle,17243,gray,  jn8az2nf9k9685086,167698683,florida,infiniti mpv
25,chevrolet,door,2007,salvage insurance,194903,gray,  3gnfk16307g310044,167651207,virginia,chevrolet door
10630,ford,door,2015,clean vehicle,82899,white,  1ftew1eg0ffb32472,167660608,georgia,ford door
43009,ford,door,2017,clean vehicle,76418,white,  1ft7w2bt3heb19966,167765426,michigan,ford door
25,gmc,door,2003,salvage insurance,138441,white,  1gkdt13s332100344,167362657,michigan,gmc door
4600,ford,pickup,2006,salvage insurance,240740,brown,  1ftpw14v66fa82105,167611554,mississippi,ford pickup
4950,honda,mpv,2016,clean vehicle,71404,black,  2hkrm3h45gh513861,167703381,virginia,honda mpv
3760,hyundai,doors,2019,clean vehicle,30382,silver,  5npd84lf6kh456317,167698685,florida,hyundai doors
3900,acura,door,2009,clean vehicle,179389,black,  19uua96529a004646,167389316,texas,acura door
0,cadillac,coupe,2000,salvage insurance,105169,white,  1g6el12y9yu148063,167651218,virginia,cadillac coupe
3830,ford,door,2015,clean vehicle,82534,silver,  3fa6p0hdxfr258523,167660609,georgia,ford door
53500,ford,door,2017,clean vehicle,55732,white,  1ft8w4dtxhed96692,167765452,michigan,ford door
25,ford,door,2010,salvage insurance,198596,gray,  1fmeu7de5aua53694,167362668,michigan,ford door
25,ford,door,1998,salvage insurance,300021,brown,  1ftzx0766wka18481,167611660,arkansas,ford door
6240,honda,door,2015,clean vehicle,83623,silver,  5fnyf4h26fb052452,167703518,virginia,honda door
4150,jeep,door,2014,clean vehicle,108895,white,  1c4njrfb0ed707552,167698715,new york,jeep door
25,jeep,door,1999,salvage insurance,226972,black,  1j4gw58s4xc558310,167246338,florida,jeep door
61200,bmw,series,2020,clean vehicle,7509,black,  wba7t2c04lgl17687,167417053,california,bmw series
0,buick,door,2006,salvage insurance,137464,blue,  2g4wc582961163677,167651221,virginia,buick door
13500,bmw,series,2014,clean vehicle,33542,blue,  wba3d5c51ekx97650,167782815,new jersey,bmw series
6490,ford,door,2015,clean vehicle,74754,black,  1fm5k7d88fga24308,167660611,georgia,ford door
51502,ford,door,2017,clean vehicle,27661,black,  1ft8w3dt8hec12120,167765457,michigan,ford door
250,ford,door,2010,salvage insurance,115241,white,  3fahp0ha6ar187697,167362678,michigan,ford door
25,ford,door,1984,salvage insurance,41577,white,  2ftcf15y9eca14589,167611661,arkansas,ford door
8160,honda,van,2015,clean vehicle,109027,gray,  5fnrl5h96fb012419,167703523,virginia,honda van
7770,jeep,door,2014,clean vehicle,72732,gray,  1c4rjfbg4ec441069,167698716,new york,jeep door
200,jeep,door,2001,salvage insurance,126400,green,  1j4ft48s01l590080,167247039,maryland,jeep door
25,audi,door,2008,salvage insurance,177422,black,  wa1by74l38d010163,167417202,texas,audi door
0,chevrolet,door,1995,salvage insurance,274706,green,  2gcec19h8s1195266,167425634,arizona,chevrolet door
1825,bmw,coupe,2008,salvage insurance,77984,white,  wbawb33548p132854,167651338,georgia,bmw coupe
39800,bmw,series,2017,clean vehicle,23177,blue,  wba7e2c58hg739412,167782823,california,bmw series
9210,ford,door,2015,clean vehicle,26911,silver,  1ftew1cg4ffa66589,167660613,georgia,ford door
58500,ford,srw,2019,clean vehicle,21527,blue,  1ft8w3bt3kee15023,167765561,washington,ford srw
125,ford,door,2014,salvage insurance,56461,silver,  1fm5k8gt9ega74266,167362681,michigan,ford door
3960,honda,door,2015,clean vehicle,95128,white,  19xfb2f81fe252000,167703530,virginia,honda door
5998,hyundai,doors,2014,clean vehicle,122975,phantom black,  5npdh4ae0eh480157,167279690,new york,hyundai doors
3700,honda,doors,2014,clean vehicle,162824,blue,  jhmze2h34es000337,167698717,new york,honda doors
0,kia,wagon,2008,salvage insurance,148463,silver,  knafg525787197602,167247592,indiana,kia wagon
0,audi,door,2005,salvage insurance,181896,black,  waudg74f05n113751,167419563,california,audi door
0,bmw,door,2000,salvage insurance,216657,gray,  wbaam3346yfp77118,167425906,utah,bmw door
5000,gmc,door,2012,clean vehicle,140339,black,  1gkkrpedxcj207971,167702669,utah,gmc door
15050,infiniti,mpv,2019,clean vehicle,26786,white,  jn8az2ne9k9229368,167256592,texas,infiniti mpv
3960,hyundai,doors,2019,clean vehicle,35623,red,  5npd84lf5kh403222,167697946,ohio,hyundai doors
36300,lincoln,nautilus,2019,clean vehicle,14541,black,  2lmpj6l91kbl31468,167151980,california,lincoln nautilus
55600,lexus,gx,2020,clean vehicle,8186,silver,  jtjam7bx4l5251250,167605747,florida,lexus gx
2630,nissan,doors,2018,clean vehicle,36739,gray,  3n1cn7ap5jl872135,167692446,california,nissan doors
5690,nissan,mpv,2017,clean vehicle,42616,blue,  5n1at2mv4hc773816,167668377,new jersey,nissan mpv
19500,audi,q5,2017,clean vehicle,65833,blue,  wa1l2afpxha049370,167339535,texas,audi q5
450,chevrolet,coupe,2008,salvage insurance,123515,yellow,  1g1al18f587145539,167650407,minnesota,chevrolet coupe
20400,cadillac,door,2015,clean vehicle,36122,white,  3gyfnee39fs587810,167780469,wisconsin,cadillac door
4320,chevrolet,door,2011,clean vehicle,88359,brown,  2cnfleec9b6313197,167660381,florida,chevrolet door
33001,ford,f-150,2017,clean vehicle,35905,gray,  1ftfw1eg3hfc66707,167765248,michigan,ford f-150
10000,ford,door,2017,salvage insurance,35747,red,  1ftew1efxhkc69002,167357511,arkansas,ford door
0,ford,door,2004,salvage insurance,167011,red,  1fmfu18l84lb61201,167601555,maryland,ford door
5790,gmc,door,2012,clean vehicle,105020,white,  1gtr2ve74cz121991,167702672,utah,gmc door
14750,infiniti,mpv,2019,clean vehicle,11047,black,  jn8az2nexk9236071,167256600,texas,infiniti mpv
4010,hyundai,doors,2019,clean vehicle,31233,silver,  kmhd84lf4ku746279,167697947,ohio,hyundai doors
40000,mercedes-benz,gle,2019,clean vehicle,19427,white,  4jgda5gb4kb204919,167152151,california,mercedes-benz gle
13000,kia,sportage,2017,clean vehicle,71991,silver,  kndpn3ac7h7113313,167606881,new jersey,kia sportage
3550,nissan,doors,2018,clean vehicle,29043,blue,  3n1ab7ap2jy244200,167692447,california,nissan doors
3040,nissan,doors,2017,clean vehicle,36064,gray,  3n1ab7ap5hy411143,167668543,new jersey,nissan doors
0,chevrolet,coupe,2008,salvage insurance,270080,yellow,  1g1al18f187245041,167650422,illinois,chevrolet coupe
36400,audi,5,2015,clean vehicle,47213,black,  wuac6bfr0fa901212,167780470,wisconsin,audi 5
4480,ford,door,2011,clean vehicle,116480,black,  2fmdk3gc0bbb23680,167660383,florida,ford door
